date,ticker,rank,avg_dollar_volume_20d,alpaca_tradable,price_d_minus_1
2025-07-10,SPY,1,45284322082.51851,True,624.06
2025-07-10,TSLA,2,35079157982.991005,True,295.88
2025-07-10,NVDA,3,27589455341.560997,True,162.88
2025-07-10,QQQ,4,24345880636.141,True,556.25
2025-07-10,AAPL,5,11425733290.939,True,211.14
2025-07-10,PLTR,6,10732547950.043499,True,143.13
2025-07-10,MSFT,7,9695441437.239502,True,503.51
2025-07-10,AMZN,8,9428293076.488,True,222.54
2025-07-10,META,9,8372946454.813498,True,732.78
2025-07-10,CRCL,10,8048887948.952501,True,200.68
2025-07-10,IWM,11,7482719676.028999,True,223.65
2025-07-10,GOOGL,12,7320603050.661501,True,176.62
2025-07-10,AMD,13,7235073387.710001,True,138.41
2025-07-10,AVGO,14,5999135802.612501,True,277.9
2025-07-10,COIN,15,5300395151.7335,True,373.85
2025-07-10,TQQQ,16,5139672119.006,True,42.375
2025-07-10,GOOG,17,5080097323.3345,True,177.66
2025-07-10,IVV,18,4646288126.966999,True,627.03
2025-07-10,ORCL,19,4476223392.427001,True,235.81
2025-07-10,VOO,20,4446016966.769,True,573.61
2025-07-10,MSTR,21,4289427160.3065004,True,415.41
2025-07-10,HOOD,22,4236320650.0064993,True,94.54
2025-07-10,UNH,23,3789137021.8760004,True,302.91
2025-07-10,NFLX,24,3680482835.9130006,True,128.828
2025-07-10,TLT,25,3256640478.315,True,86.93
2025-07-10,MU,26,3154392909.4215,True,122.24
2025-07-10,GLD,27,3027052272.115,True,305.52
2025-07-10,LQD,28,2993080354.331,True,108.72
2025-07-10,CRWV,29,2926992732.2695003,True,153.05
2025-07-10,V,30,2772901833.9605002,True,357.76
2025-07-10,HYG,31,2736612120.943,True,80.21
2025-07-10,JPM,32,2681491799.6645,True,283.16
2025-07-10,SOXL,33,2634659871.7720003,True,26.65
2025-07-10,IBIT,34,2484816096.3352504,True,63.58
2025-07-10,LLY,35,2440016825.8989997,True,786.92
2025-07-10,TSM,36,2371021699.2985,True,231.84
2025-07-10,HIMS,37,2367319311.9845004,True,51.24
2025-07-10,TSLL,38,2335833102.1130004,True,10.09
2025-07-10,SMH,39,2286261325.3919997,True,285.42
2025-07-10,CRM,40,2197207218.5185003,True,270.92
2025-07-10,XOM,41,2188910445.6255,True,113.8
2025-07-10,XLE,42,2181573940.103,True,44.03
2025-07-10,INTC,43,2127214550.5465004,True,23.44
2025-07-10,RSP,44,2124069179.2269998,True,184.71
2025-07-10,COST,45,2025750920.2059999,True,982.09
2025-07-10,BAC,46,2025508043.6439998,True,46.84
2025-07-10,MA,47,2015060788.605,True,565.11
2025-07-10,XLF,48,1970819709.9985,True,52.4
2025-07-10,ADBE,49,1960015460.402,True,373.38
2025-07-10,BA,50,1950811828.7610002,True,226.6
2025-07-10,APP,51,1929486254.4465,True,352.74
