date,ticker,rank,avg_dollar_volume_20d,alpaca_tradable,price_d_minus_1
2024-08-13,NVDA,1,40040685225.464005,True,109.02
2024-08-13,SPY,2,33515048843.330505,True,533.27
2024-08-13,QQQ,3,21669134718.134,True,451.38
2024-08-13,TSLA,4,21546151717.542,True,197.49
2024-08-13,AAPL,5,12362894953.3285,True,217.53
2024-08-13,MSFT,6,10101420074.458002,True,406.81
2024-08-13,IWM,7,9553914775.970999,True,204.6
2024-08-13,AMZN,8,8849134786.644497,True,166.8
2024-08-13,META,9,8774957954.6465,True,515.95
2024-08-13,AMD,10,8526208256.386499,True,136.77
2024-08-13,GOOGL,11,5031453222.0995,True,162.29
2024-08-13,TQQQ,12,4850328506.23,True,29.625
2024-08-13,SMCI,13,4594717832.3525,True,54.098
2024-08-13,AVGO,14,4512348924.497251,True,148.62
2024-08-13,TLT,15,4232906626.8145,True,96.61
2024-08-13,SOXL,16,4167392748.5965004,True,31.41
2024-08-13,TSM,17,3804139508.691499,True,167.63
2024-08-13,CRWD,18,3733599407.375,True,239.34
2024-08-13,LLY,19,3550679705.5225,True,884.38
2024-08-13,GOOG,20,3407775571.9214997,True,163.95
2024-08-13,HYG,21,3353839762.4814997,True,78.02
2024-08-13,LQD,22,3189318315.1740003,True,109.94
2024-08-13,SMH,23,2859866018.09,True,226.96
2024-08-13,VOO,24,2810795387.8994994,True,490.07
2024-08-13,MU,25,2602761804.096,True,94.64
2024-08-13,UNH,26,2526657774.9624996,True,565.29
2024-08-13,NFLX,27,2514951712.9474998,True,63.314
2024-08-13,V,28,2453979690.957,True,259.89
2024-08-13,IVV,29,2345334312.5269995,True,536.11
2024-08-13,INTC,30,2130620666.5060005,True,19.36
2024-08-13,MSTR,31,2014962189.6094997,True,131.46
2024-08-13,COIN,32,1995439762.5019994,True,191.74
2024-08-13,SQQQ,33,1988785488.5970001,True,241.25
2024-08-13,BAC,34,1965025414.3945,True,38.17
2024-08-13,XLF,35,1952553885.8569999,True,42.18
2024-08-13,QCOM,36,1945105616.9059997,True,162.89
2024-08-13,JPM,37,1924828291.366,True,206.19
2024-08-13,SOXS,38,1848110903.1205,True,585.2
2024-08-13,ASML,39,1773352034.7437503,True,852.86
2024-08-13,COST,40,1672392413.778,True,863.57
2024-08-13,GLD,41,1638045802.082,True,228.41
2024-08-13,XOM,42,1629330672.7225,True,119
2024-08-13,DIA,43,1609765650.7545002,True,393.77
2024-08-13,ARM,44,1561457406.6160002,True,117.13
2024-08-13,AMAT,45,1546780247.3145003,True,193.09
2024-08-13,PLTR,46,1529772478.0685003,True,29.38
2024-08-13,XLK,47,1460087539.0825,True,103.655
2024-08-13,NVDL,48,1428744351.6389997,True,50.12
2024-08-13,XLI,49,1416657054.6805,True,123.65
2024-08-13,RSP,50,1405575869.6544995,True,165.85
2024-08-13,XLE,51,1391058754.3774998,True,44.925
2024-08-13,XLV,52,1378679031.3230002,True,149.41
2024-08-13,SOXX,53,1366178684.7515001,True,213
2024-08-13,UBER,54,1364870277.2165,True,69.26
2024-08-13,PG,55,1327315984.7764997,True,166.81
2024-08-13,GS,56,1311760393.1694999,True,485.5
2024-08-13,NOW,57,1307779436.1535,True,161.324
2024-08-13,LRCX,58,1307430009.971,True,81.089
2024-08-13,CRM,59,1288860318.177,True,251.31
2024-08-13,DIS,60,1288258649.7269998,True,85.95
2024-08-13,TNA,61,1271058473.999,True,36.11
2024-08-13,JNJ,62,1252296046.0235,True,159.88
2024-08-13,MRK,63,1251402082.1559997,True,113.48
2024-08-13,EEM,64,1248055238.3265002,True,42.2
2024-08-13,DELL,65,1245920240.4624999,True,95.27
2024-08-13,TXN,66,1243187887.0435,True,192.06
2024-08-13,BA,67,1227336709.882,True,164.13
2024-08-13,BKNG,68,1217552647.1890001,True,137.5672
2024-08-13,EFA,69,1205390081.5805001,True,77.31
2024-08-13,MA,70,1200367455.1950002,True,455.69
