date,ticker,rank,avg_dollar_volume_20d,alpaca_tradable,price_d_minus_1
2024-10-04,NVDA,1,34492897499.523506,True,122.85
2024-10-04,SPY,2,29397761102.08549,True,567.82
2024-10-04,TSLA,3,19118453514.766,True,240.66
2024-10-04,QQQ,4,15968884958.032497,True,481.59
2024-10-04,AAPL,5,13847073539.573498,True,225.67
2024-10-04,MSFT,6,8032237453.400998,True,416.54
2024-10-04,AMZN,7,6966849616.6015,True,181.96
2024-10-04,META,8,6853453803.49775,True,582.77
2024-10-04,IWM,9,6027544683.3285,True,216.13
2024-10-04,AVGO,10,5312526954.3045,True,171.89
2024-10-04,AMD,11,4902228252.909498,True,162.85
2024-10-04,IVV,12,4402559143.986501,True,570.51
2024-10-04,VOO,13,4237251164.3835,True,521.84
2024-10-04,GOOGL,14,4092894939.8525,True,165.86
2024-10-04,TLT,15,3626215457.308,True,96.74
2024-10-04,TQQQ,16,3521437720.2089996,True,34.76
2024-10-04,LQD,17,3352452598.385499,True,112.13
2024-10-04,SOXL,18,3255585080.6875005,True,35.21
2024-10-04,MU,19,3041455420.4870005,True,101.82
2024-10-04,PLTR,20,3009539274.113,True,39.24
2024-10-04,GOOG,21,2987275320.9245005,True,167.21
2024-10-04,SMCI,22,2884789656.6625004,True,41.55
2024-10-04,HYG,23,2839585256.0495,True,79.69
2024-10-04,BABA,24,2614218276.5495005,True,112.84
2024-10-04,LLY,25,2568033184.4894996,True,885.55
2024-10-04,V,26,2248560375.7050004,True,276.86
2024-10-04,INTC,27,2230832964.322,True,22.26
2024-10-04,PDD,28,2173934038.4845,True,152.62
2024-10-04,TSM,29,2157557014.6290007,True,179.48
2024-10-04,FXI,30,2154230644.5910006,True,34.5
2024-10-04,ORCL,31,2138467048.2754998,True,166.86
2024-10-04,JPM,32,2117906647.3824997,True,205.23
2024-10-04,ADBE,33,1943836837.9085,True,503.8
2024-10-04,XOM,34,1911481577.718,True,122.58
2024-10-04,NFLX,35,1858438871.7469997,True,70.68
2024-10-04,UNH,36,1798290350.581,True,592.75
2024-10-04,COST,37,1792927612.963,True,875.67
2024-10-04,MSTR,38,1787359507.501,True,163.41
2024-10-04,SMH,39,1740724395.8930001,True,244.55
2024-10-04,XLF,40,1706953197.4135003,True,44.89
2024-10-04,GLD,41,1650611644.2675002,True,245.49
2024-10-04,EEM,42,1613679626.7575002,True,46.54
2024-10-04,CRM,43,1591229902.6244998,True,280.91
2024-10-04,XLE,44,1559593517.863,True,46.16
2024-10-04,SOXS,45,1549997368.1550002,True,417.4
2024-10-04,DELL,46,1513427034.3764997,True,115.67
2024-10-04,BAC,47,1477332890.0284998,True,39.25
2024-10-04,BA,48,1433844032.7194998,True,150.52
2024-10-04,QCOM,49,1398139847.6265001,True,168.92
2024-10-04,WMT,50,1383596190.1469998,True,80.43
2024-10-04,SQQQ,51,1347331704.2995,True,192.75
2024-10-04,DIA,52,1334778728.399,True,419.98
2024-10-04,COIN,53,1302883698.787,True,163.1
2024-10-04,PG,54,1277068636.6259997,True,170.12
2024-10-04,MA,55,1265547740.1385,True,494.97
2024-10-04,NKE,56,1255910535.2845001,True,82.1
2024-10-04,HD,57,1239907063.344,True,411.58
2024-10-04,AMAT,58,1219486466.6035,True,199.59
2024-10-04,CVX,59,1205623100.555,True,151.25
2024-10-04,MRK,60,1168268320.474,True,110.18
2024-10-04,ASML,61,1155040044.7729998,True,832.41
2024-10-04,CRWD,62,1153251259.3885002,True,283.75
2024-10-04,NVDL,63,1143046582.1625001,True,59.29
2024-10-04,NOW,64,1135294660.1369998,True,178.128
2024-10-04,KWEB,65,1124005656.4355,True,37.2
2024-10-04,WFC,66,1099384900.6395001,True,54.98
2024-10-04,TXN,67,1082943009.8825,True,201.67
2024-10-04,LRCX,68,1082539929.0465002,True,81.11
2024-10-04,RSP,69,1072921478.8665001,True,177.18
2024-10-04,XLV,70,1019858333.5979999,True,151.52
2024-10-04,UBER,71,1018993418.1740001,True,72.94
2024-10-04,KO,72,1012591331.8504997,True,70.52
2024-10-04,XLK,73,1001137997.5745001,True,111.405
2024-10-04,PEP,74,991443621.4859998,True,168.53
2024-10-04,XLI,75,979046359.9550002,True,134.57
2024-10-04,CEG,76,978648006.6190001,True,277.37
2024-10-04,CAT,77,955978754.7824999,True,391.09
2024-10-04,XLU,78,951307145.343,True,40.72
2024-10-04,JNJ,79,948566248.4005,True,160.5
2024-10-04,VST,80,946647752.9235001,True,132.45
2024-10-04,VZ,81,930481738.9244999,True,44.52
2024-10-04,ACN,82,930054479.8294998,True,361.24
2024-10-04,SBUX,83,916434446.7219999,True,95.56
2024-10-04,COP,84,915287888.1205,True,112.42
2024-10-04,GS,85,913245734.7395,True,486.1
2024-10-04,IBM,86,903954224.8029999,True,222.72
2024-10-04,PYPL,87,901509884.7459999,True,77.31
2024-10-04,CSCO,88,895769564.2619998,True,52.43
2024-10-04,ARM,89,890644239.2050002,True,138.24
2024-10-04,IBIT,90,888654287.8744999,True,34.72
2024-10-04,GE,91,883348059.6029999,True,183.89
2024-10-04,ABBV,92,881639433.8989999,True,195.45
2024-10-04,XLP,93,876138149.0925,True,81.2
2024-10-04,IEF,94,874565760.2730001,True,97.41
2024-10-04,JD,95,869582093.6985,True,44.6
2024-10-04,BKNG,96,867209957.55,True,164.1648
2024-10-04,GDX,97,861681279.2190001,True,39.56
2024-10-04,PFE,98,856082701.882,True,28.34
2024-10-04,HUM,99,852513304.0285,True,241.78
2024-10-04,EFA,100,850424673.9879999,True,82.07
2024-10-04,TMUS,101,839205941.9935001,True,208.03
2024-10-04,DIS,102,834564290.347,True,93.63
2024-10-04,T,103,833093478.0494999,True,22.05
2024-10-04,INTU,104,832152021.0260001,True,603.81
2024-10-04,SOXX,105,826394388.8349998,True,227.96
2024-10-04,SNOW,106,818032104.4665,True,110.47
2024-10-04,NEE,107,812861419.0515001,True,85.05
2024-10-04,C,108,806903868.937,True,61.31
2024-10-04,MCD,109,803993251.5035002,True,303.45
2024-10-04,PANW,110,798663732.2115002,True,167.97
2024-10-04,MRVL,111,793976491.7880001,True,72.24
2024-10-04,PM,112,779670028.9919999,True,118.38
2024-10-04,TMO,113,778842800.0919998,True,600.92
2024-10-04,CMCSA,114,778132224.2895,True,40.81
2024-10-04,XBI,115,774813103.051,True,96.64
2024-10-04,AGG,116,764696951.719,True,100.61
2024-10-04,OXY,117,758218265.0784999,True,54.79
2024-10-04,VTI,118,738434495.0294999,True,280.04
2024-10-04,GEV,119,729632303.1990001,True,254.68
2024-10-04,REGN,120,724487136.4245,True,1014.59
2024-10-04,LIN,121,723371110.3990002,True,469.75
2024-10-04,FDX,122,716945170.5774999,True,262.08
2024-10-04,DHR,123,709877008.6884999,True,270.52
2024-10-04,RTX,124,706397577.2955,True,123.67
2024-10-04,KRE,125,704536598.1490002,True,54.72
2024-10-04,AMGN,126,696243936.9995,True,317.48
2024-10-04,AXP,127,695605930.2950001,True,268.59
2024-10-04,BIL,128,695596334.1875,True,91.49
2024-10-04,KLAC,129,678745498.37,True,774.56
2024-10-04,TNA,130,674470177.9765,True,41.4
2024-10-04,FLUT,131,669448691.78,True,234.91
2024-10-04,VRT,132,668797896.9625,True,102.69
2024-10-04,ETN,133,664257627.0905,True,326.96
2024-10-04,GILD,134,661324795.4295001,True,84.17
2024-10-04,BMY,135,659493983.644,True,54.2
2024-10-04,GM,136,646066717.5885,True,44.98
2024-10-04,FCX,137,643856944.3080001,True,49.77
2024-10-04,APP,138,642609478.4510001,True,135.25
2024-10-04,TSLL,139,641199240.3815,True,11.67
2024-10-04,MCK,140,639107952.106,True,482.27
2024-10-04,ADI,141,635554341.6035001,True,226.56
2024-10-04,SLB,142,633975649.6205,True,44.89
2024-10-04,MELI,143,632389826.318,True,1959.2
2024-10-04,MDT,144,624731850.0330001,True,87.77
2024-10-04,IEMG,145,612129445.4994999,True,58.01
2024-10-04,UNP,146,611207756.6945001,True,240.63
2024-10-04,SLV,147,609187436.8935001,True,29.23
2024-10-04,NXPI,148,609100029.016,True,233.24
2024-10-04,LMT,149,606143510.2179999,True,605.82
2024-10-04,PGR,150,585831006.7275001,True,252.27
2024-10-04,SPXL,151,584150326.3879999,True,158.51
2024-10-04,NIO,152,582660527.0655,True,6.7
2024-10-04,MS,153,576684561.5730001,True,104.57
2024-10-04,ISRG,154,573555841.7945,True,479.63
2024-10-04,EMB,155,573431024.3285,True,92.86
